symbol,name,lastsale,marketcap,ipoyear,sector,industry
VTNR,"Vertex Energy, Inc",1.35,54370000.0,,Energy,Integrated oil Companies
VRTX,Vertex Pharmaceuticals Incorporated,182.98,47030000000.0,1991.0,Health Care,Major Pharmaceuticals
VERU,Veru Inc.,2.13,133740000.00000001,,Health Care,Major Pharmaceuticals
VIA,Viacom Inc.,34.88,14060000000.0,,Consumer Services,Television Services
VIAB,Viacom Inc.,30.8,12410000000.0,,Consumer Services,Television Services
VSAT,"ViaSat, Inc.",77.8,4770000000.0,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment
VIAV,Viavi Solutions Inc.,14.52,3320000000.0,,Technology,Semiconductors
VICL,Vical Incorporated,0.81,18500000.0,1993.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VICR,Vicor Corporation,29.54,1190000000.0,,Capital Goods,Industrial Machinery/Components
VCTR,"Victory Capital Holdings, Inc.",17.4,1180000000.0,2018.0,Finance,Investment Managers
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,30.735,106030000.0,,,
VSDA,VictoryShares Dividend Accelerator ETF,33.47,123840000.0,,,
CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,22.78,42150000.0,,,
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,24.8255,44690000.0,,,
CID,VictoryShares International High Div Volatility Wtd ETF,30.9624,86690000.0,,,
CIL,VictoryShares International Volatility Wtd ETF,36.6764,82520000.0,,,
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,48.8,785690000.0,,,
CFA,VictoryShares US 500 Volatility Wtd ETF,52.39,762250000.0,,,
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,37.01,83270000.0,,,
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,44.98,668010000.0,,,
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,46.475,332310000.0,,,
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,31.19,145030000.0,,,
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,43.1555,90630000.0,,,
CSA,VictoryShares US Small Cap Volatility Wtd ETF,44.9035,29190000.0,,,
VMD,"Viemed Healthcare, Inc.",,,,,
VRAY,"ViewRay, Inc.",6.74,653460000.0,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VKTX,"Viking Therapeutics, Inc.",7.26,524250000.0,2015.0,Health Care,Major Pharmaceuticals
VKTXW,"Viking Therapeutics, Inc.",5.5094,,,Health Care,Major Pharmaceuticals
VBFC,Village Bank and Trust Financial Corp.,34.25,49250000.0,,Finance,Major Banks
VFF,"Village Farms International, Inc.",12.86,632510000.0,,Consumer Non-Durables,Farming/Seeds/Milling
VLGEA,"Village Super Market, Inc.",25.03,360460000.0,,Consumer Services,Food Chains
VIOT,"Viomi Technology Co., Ltd",9.03,625480000.0,2018.0,Consumer Durables,Consumer Electronics/Appliances
VNOM,Viper Energy Partners LP,29.74,4019999999.9999995,2014.0,Energy,Oil & Gas Production
VIRC,Virco Manufacturing Corporation,4.43,68850000.0,,Consumer Durables,Industrial Specialties
VTSI,"VirTra, Inc.",2.5,19350000.0,,Consumer Services,Services-Misc. Amusement & Recreation
VIRT,"Virtu Financial, Inc.",17.95,3580000000.0,2015.0,Finance,Investment Bankers/Brokers/Service
VRTS,"Virtus Investment Partners, Inc.",96.75,676020000.0,,Finance,Investment Managers
VRTSP,"Virtus Investment Partners, Inc.",87.089,100150000.0,,Finance,Investment Managers
BBC,Virtus LifeSci Biotech Clinical Trials ETF,27.1463,27150000.0,,,
BBP,Virtus LifeSci Biotech Products ETF,38.63,38630000.0,,,
VRTU,Virtusa Corporation,43.62,1320000000.0,2007.0,Technology,EDP Services
VISL,"Vislink Technologies, Inc.",1.03,2320000.0,2013.0,Capital Goods,Telecommunications Equipment
VTGN,"VistaGen Therapeutics, Inc.",0.5523,23540000.0,,Health Care,Major Pharmaceuticals
VC,Visteon Corporation,61.64,1720000000.0,,Capital Goods,Auto Parts:O.E.M.
VIVE,"Viveve Medical, Inc.",0.1644,7640000.0,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VVPR,VivoPower International PLC,1.2,16200000.0,,Public Utilities,Power Generation
VVUS,"VIVUS, Inc.",3.41,36270000.0,1994.0,Health Care,Major Pharmaceuticals
VOD,Vodafone Group Plc,18.2,48720000000.0,,Public Utilities,Telecommunications Equipment
VOXX,VOXX International Corporation,4.76,115190000.0,,Technology,Electronic Components
VYGR,"Voyager Therapeutics, Inc.",20.67,761330000.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VSEC,VSE Corporation,29.32,321640000.0,,Consumer Services,Military/Government/Technical
VTVT,vTv Therapeutics Inc.,1.33,72000000.0,2015.0,Health Care,Major Pharmaceuticals
VUZI,Vuzix Corporation,1.965,65010000.00000001,,Technology,Radio And Television Broadcasting And Communications Equipment
WAFU,Wah Fu Education Group Limited,2.7,14040000.0,2019.0,Consumer Services,Other Consumer Services
HLAL,Wahed FTSE USA Shariah ETF,24.23,,,,
WTRH,Waitr Holdings Inc.,3.79,290630000.0,2016.0,Miscellaneous,Business Services
WBA,"Walgreens Boots Alliance, Inc.",53.02,47880000000.0,,Health Care,Medical/Nursing Services
WSG,Wanda Sports Group Company Limited,3.83,523510000.0,2019.0,Consumer Services,Services-Misc. Amusement & Recreation
WAFD,"Washington Federal, Inc.",35.4,2810000000.0,,Finance,Major Banks
WASH,"Washington Trust Bancorp, Inc.",47.46,822820000.0,,Finance,Major Banks
WSBF,"Waterstone Financial, Inc.",16.73,459950000.0,,Finance,Savings Institutions
WTRE,Watford Holdings Ltd.,23.52,533500000.0,,,
WTREP,Watford Holdings Ltd.,,,,Finance,Property-Casualty Insurers
WVE,WAVE Life Sciences Ltd.,21.79,746660000.0,2015.0,Health Care,Major Pharmaceuticals
WSTG,"Wayside Technology Group, Inc.",12.25,55270000.0,,Technology,Retail: Computer Software & Peripheral Equipment
WDFC,WD-40 Company,182.75,2510000000.0,1973.0,Basic Industries,Major Chemicals
HHHH,Wealthbridge Acquisition Limited,10.1,75320000.0,2019.0,Finance,Business Services
HHHHR,Wealthbridge Acquisition Limited,0.2101,,2019.0,Finance,Business Services
HHHHU,Wealthbridge Acquisition Limited,10.28,,2019.0,Finance,Business Services
HHHHW,Wealthbridge Acquisition Limited,0.12,,2019.0,Finance,Business Services
WB,Weibo Corporation,36.75,8270000000.0,2014.0,Technology,"Computer Software: Programming, Data Processing"
WW,Weight Watchers International Inc,29.87,2000000000.0,,Consumer Services,Other Consumer Services
WEBK,"Wellesley Bancorp, Inc.",31.67,80780000.0,2012.0,Finance,Banks
WEN,Wendy&#39;s Company (The),19.96,4610000000.0,,Consumer Services,Restaurants
WERN,"Werner Enterprises, Inc.",32.21,2230000000.0,1986.0,Transportation,Trucking Freight/Courier Services
WSBC,"WesBanco, Inc.",35.13,1920000000.0,,Finance,Major Banks
WTBA,West Bancorporation,20.74,339720000.0,,Finance,Major Banks
WABC,Westamerica Bancorporation,61.5,1660000000.0,,Finance,Major Banks
WSTL,"Westell Technologies, Inc.",1.6799,26140000.0,1995.0,Public Utilities,Telecommunications Equipment
WINC,Western Asset Short Duration Income ETF,25.8701,,,,
WBND,Western Asset Total Return ETF,27.11,32530000.0,,,
WDC,Western Digital Corporation,55.25,16190000000.000002,,Technology,Electronic Components
WNEB,"Western New England Bancorp, Inc.",8.74,233390000.0,,Finance,Savings Institutions
WPRT,Westport Fuel Systems Inc,2.97,396140000.0,,Energy,Industrial Machinery/Components
WWR,"Westwater Resources, Inc.",3.9404,6300000.0,,Basic Industries,Precious Metals
WEYS,"Weyco Group, Inc.",24.86,248560000.0,,Consumer Non-Durables,Apparel
WHLR,"Wheeler Real Estate Investment Trust, Inc.",1.37,13280000.0,2012.0,Consumer Services,Real Estate Investment Trusts
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",14.95,53830000.0,,Consumer Services,Real Estate Investment Trusts
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",13.8575,9980000.0,,Consumer Services,Real Estate Investment Trusts
WHF,"WhiteHorse Finance, Inc.",13.25,272230000.0,,,
WHFBZ,"WhiteHorse Finance, Inc.",26.2,,,,
WHLM,"Wilhelmina International, Inc.",5.5,28510000.0,,Consumer Services,Professional Services
WVVI,"Willamette Valley Vineyards, Inc.",6.8,33760000.0,,Consumer Non-Durables,Beverages (Production/Distribution)
WVVIP,"Willamette Valley Vineyards, Inc.",4.7,21920000.0,,Consumer Non-Durables,Beverages (Production/Distribution)
WLDN,"Willdan Group, Inc.",34.465,387550000.0,2006.0,Consumer Services,Military/Government/Technical
WLFC,Willis Lease Finance Corporation,60.0517,352820000.0,1996.0,Consumer Durables,Industrial Specialties
WLTW,Willis Towers Watson Public Limited Company,198.22,25570000000.0,,Finance,Specialty Insurers
WSC,WillScot Corporation,14.36,1680000000.0,2015.0,,
WING,Wingstop Inc.,100.905,2970000000.0,2015.0,Consumer Services,Restaurants
WINA,Winmark Corporation,170.1,643210000.0,,Consumer Services,Other Specialty Stores
WINS,Wins Finance Holdings Inc.,13.49,267610000.0,2014.0,Finance,Finance: Consumer Services
WTFC,Wintrust Financial Corporation,66.62,3780000000.0,,Finance,Major Banks
WTFCM,Wintrust Financial Corporation,28.861,144310000.0,,Finance,Major Banks
AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,40.884,24530000.0,,,
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,69.65,128850000.0,,,
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,21.4142,35330000.0,,,
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,73.2357,36620000.0,,,
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,23.19,64930000.00000001,,,
DXGE,WisdomTree Germany Hedged Equity Fund,28.1317,40790000.0,,,
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,23.06,246740000.0,,,
AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,47.7499,81170000.0,,,
WETF,"WisdomTree Investments, Inc.",5.47,848390000.0,,Finance,Investment Bankers/Brokers/Service
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,36.23,61590000.0,,,
GULF,WisdomTree Middle East Dividend Fund,20.51,24610000.0,,,
HYND,WisdomTree Negative Duration High Yield Bond Fund,18.4763,33259999.999999996,,,
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,43.83,2730000000.0,,,
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,34.4758,115490000.0,,,
WIX,Wix.com Ltd.,148.11,7390000000.0,2013.0,Technology,"Computer Software: Programming, Data Processing"
WWD,"Woodward, Inc.",108.24,6720000000.0,,Energy,Industrial Machinery/Components
WDAY,"Workday, Inc.",192.77,43570000000.0,,Technology,EDP Services
WKHS,"Workhorse Group, Inc.",3.47,227130000.0,,Capital Goods,Auto Manufacturing
WRLD,World Acceptance Corporation,131.52,1210000000.0,1991.0,Finance,Finance: Consumer Services
WRTC,"Wrap Technologies, Inc.",4.265,126480000.0,,Capital Goods,Ordnance And Accessories
WMGI,Wright Medical Group N.V.,22.0,2770000000.0,2011.0,Health Care,Industrial Specialties
WSFS,WSFS Financial Corporation,41.31,2200000000.0,,Finance,Major Banks
WVFC,WVS Financial Corp.,17.1199,33280000.0,,Finance,Banks
WYNN,"Wynn Resorts, Limited",111.55,12010000000.0,2002.0,Consumer Services,Hotels/Resorts
XFOR,"X4 Pharmaceuticals, Inc.",11.97,148680000.0,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
XBIT,XBiotech Inc.,7.25,296970000.0,2015.0,Health Care,Major Pharmaceuticals
XELB,"Xcel Brands, Inc",1.99,37640000.0,,Miscellaneous,Multi-Sector Companies
XEL,Xcel Energy Inc.,61.61,31730000000.0,,Public Utilities,Power Generation
XNCR,"Xencor, Inc.",36.92,2080000000.0,2013.0,Health Care,Major Pharmaceuticals
XBIO,"Xenetic Biosciences, Inc.",2.35,7760000.0,,Health Care,Major Pharmaceuticals
XBIOW,"Xenetic Biosciences, Inc.",1.68,,,Health Care,Major Pharmaceuticals
XENE,Xenon Pharmaceuticals Inc.,9.28,239170000.0,2014.0,Health Care,Major Pharmaceuticals
XERS,"Xeris Pharmaceuticals, Inc.",11.29,304160000.0,2018.0,Health Care,Major Pharmaceuticals
XLNX,"Xilinx, Inc.",109.85,27750000000.0,1990.0,Technology,Semiconductors
XOMA,XOMA Corporation,16.7,145700000.0,1986.0,Health Care,Major Pharmaceuticals
XPEL,"XPEL, Inc.",6.85,189200000.0,,Capital Goods,Industrial Specialties
XPER,Xperi Corporation,20.7,1020000000.0,,Technology,Semiconductors
XSPA,"XpresSpa Group, Inc. ",1.19,3470000.0,,Consumer Services,Other Consumer Services
XTLB,XTL Biopharmaceuticals Ltd.,1.83,9410000.0,,Health Care,Major Pharmaceuticals
XNET,Xunlei Limited,2.11,142290000.0,2014.0,Technology,Computer Software: Prepackaged Software
YNDX,Yandex N.V.,37.36,12210000000.0,2011.0,Technology,"Computer Software: Programming, Data Processing"
YRIV,Yangtze River Port and Logistics Limited ,0.5279,93720000.0,,Finance,Real Estate
YTRA,"Yatra Online, Inc.",4.11,164660000.0,,Consumer Services,Transportation Services
YTEN,"Yield10 Bioscience, Inc.",0.9496,11860000.0,,Basic Industries,Containers/Packaging
YIN,Yintech Investment Holdings Limited,4.85,346450000.0,2016.0,Finance,Investment Bankers/Brokers/Service
YMAB,"Y-mAbs Therapeutics, Inc.",23.36,798760000.0,2018.0,Health Care,Major Pharmaceuticals
YGYI,"Youngevity International, Inc.",4.98,146860000.0,,Consumer Services,Catalog/Specialty Distribution
YRCW,"YRC Worldwide, Inc.",3.55,122730000.0,,Transportation,Trucking Freight/Courier Services
YJ,Yunji Inc.,10.0,2160000000.0,2019.0,Consumer Services,Other Specialty Stores
YY,YY Inc.,55.25,4360000000.0,2012.0,Technology,EDP Services
ZFGN,"Zafgen, Inc.",0.9699,36200000.0,2014.0,Health Care,Major Pharmaceuticals
ZAGG,ZAGG Inc,5.72,166260000.0,,Consumer Services,Other Specialty Stores
ZLAB,Zai Lab Limited,31.69,2100000000.0,2017.0,Health Care,Major Pharmaceuticals
ZEAL,Zealand Pharma A/S,22.06,700420000.0,2017.0,Health Care,Major Pharmaceuticals
ZBRA,Zebra Technologies Corporation,211.84,11460000000.0,1991.0,Technology,Industrial Machinery/Components
Z,"Zillow Group, Inc.",42.14,8650000000.0,,Miscellaneous,Business Services
ZG,"Zillow Group, Inc.",41.85,8590000000.0,2011.0,Miscellaneous,Business Services
ZN,Zion Oil ,0.3407,24870000.0,,Energy,Oil & Gas Production
ZNWAA,Zion Oil ,,,,Energy,Oil & Gas Production
ZION,Zions Bancorporation N.A.,42.13,7450000000.0,,Finance,Major Banks
ZIONW,Zions Bancorporation N.A.,9.65,,,Finance,Major Banks
ZIOP,ZIOPHARM Oncology Inc,5.69,924020000.0,,Health Care,Major Pharmaceuticals
ZIXI,Zix Corporation,8.38,465490000.0,,Technology,EDP Services
ZKIN,"ZK International Group Co., Ltd",1.13,18710000.0,2017.0,Capital Goods,Metal Fabrications
ZGNX,"Zogenix, Inc.",49.3,2089999999.9999998,2010.0,Health Care,Major Pharmaceuticals
ZM,"Zoom Video Communications, Inc.",95.715,26080000000.0,2019.0,Technology,"Computer Software: Programming, Data Processing"
ZSAN,Zosano Pharma Corporation,2.78,49270000.0,2015.0,Health Care,Major Pharmaceuticals
ZVO,Zovio Inc.,2.75,83100000.0,,Consumer Services,Other Consumer Services
ZS,"Zscaler, Inc.",84.72,10650000000.0,2018.0,Technology,EDP Services
ZUMZ,Zumiez Inc.,23.3,599760000.0,2005.0,Consumer Services,Clothing/Shoe/Accessory Stores
ZYNE,"Zynerba Pharmaceuticals, Inc.",11.25,237090000.0,2015.0,Health Care,Major Pharmaceuticals
ZYXI,"Zynex, Inc.",8.55,277520000.0,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ZNGA,Zynga Inc.,6.165,5810000000.0,2011.0,Technology,EDP Services
XXII,"22nd Century Group, Inc",1.64,204440000.0,,Consumer Non-Durables,Farming/Seeds/Milling
FAX,Aberdeen Asia-Pacific Income Fund Inc,4.19,1040000000.0,1986.0,,
IAF,Aberdeen Australia Equity Fund Inc,5.2,118260000.0,,,
AEF,"Aberdeen Emerging Markets Equity Income Fund, Inc.",6.9845,354480000.0,,,
FCO,"Aberdeen Global Income Fund, Inc.",8.28,72240000.0,1992.0,,
ACU,Acme United Corporation.,19.75,66200000.0,1988.0,Capital Goods,Industrial Machinery/Components
ATNM,"Actinium Pharmaceuticals, Inc.",0.2217,35920000.0,,Health Care,Major Pharmaceuticals
AE,"Adams Resources & Energy, Inc.",32.9,138770000.0,,Energy,Oil Refining/Marketing
ACY,AeroCentury Corp.,7.6,11750000.0,,Technology,Diversified Commercial Services
UAVS,"AgEagle Aerial Systems, Inc.",0.2412,3610000.0,,Capital Goods,Aerospace
AGE,"AgeX Therapeutics, Inc.",2.74,103110000.0,2018.0,Health Care,Major Pharmaceuticals
AIRI,Air Industries Group,1.12,32159999.999999996,,Capital Goods,Military/Government/Technical
AXU,Alexco Resource Corp,1.85,216440000.0,,Basic Industries,Precious Metals
ALO,Alio Gold Inc.,0.87,73700000.0,2011.0,Basic Industries,Precious Metals
AAU,"Almaden Minerals, Ltd.",0.775,86590000.0,2015.0,Basic Industries,Precious Metals
APT,"Alpha Pro Tech, Ltd.",3.45,45230000.0,,Health Care,Industrial Specialties
AAMC,Altisource Asset Management Corp,11.25,17880000.0,,Finance,Real Estate
AMBO,Ambow Education Holding Ltd.,2.61,56490000.0,,Consumer Services,Other Consumer Services
DIT,AMCON Distributing Company,94.33,55920000.0,,Consumer Non-Durables,Food Distributors
AMS,American Shared Hospital Services,2.87,16399999.999999998,,Health Care,Medical Specialities
USAS,Americas Silver Corporation,3.62,298610000.0,2017.0,Basic Industries,Precious Metals
AMPE,"Ampio Pharmaceuticals, Inc.",0.3984,56460000.0,,Health Care,Major Pharmaceuticals
ARNC^,Arconic Inc.,88.995,,,,
ARMP,"Armata Pharmaceuticals, Inc.",3.89,38740000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AKG,Asanko Gold Inc.,0.9861,222670000.0,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
AINC,Ashford Inc.,28.52,74310000.0,2014.0,Consumer Services,Professional Services
AUG,Auryn Resources Inc.,1.58,150370000.0,,Basic Industries,Precious Metals
AWX,Avalon Holdings Corporation,2.46,9530000.0,,Public Utilities,Environmental Services
ASM,Avino Silver,0.7325,54460000.0,,Basic Industries,Precious Metals
BTG,B2Gold Corp,3.78,3830000000.0,,Basic Industries,Precious Metals
BTN,"Ballantyne Strong, Inc",2.97,43120000.0,,Miscellaneous,Industrial Machinery/Components
BKJ,"Bancorp of New Jersey, Inc",13.39,97660000.0,,Finance,Major Banks
BCV,Bancroft Fund Limited,23.85,125340000.0,,,
BCV^A,Bancroft Fund Limited,26.07,,,,
BHB,"Bar Harbor Bankshares, Inc.",23.14,359730000.0,,Finance,Major Banks
BRN,"Barnwell Industries, Inc.",0.92,7610000.0,,Energy,Oil & Gas Production
BGSF,BG Staffing Inc,18.52,189460000.0,,Technology,Professional Services
BIOX,Bioceres Crop Solutions Corp.,6.7,242010000.0,2018.0,Basic Industries,Agricultural Chemicals
BIOX.WS,Bioceres Crop Solutions Corp.,,,,,
BPMX,BioPharmX Corporation,0.32,3420000.0,2015.0,Health Care,Major Pharmaceuticals
BTX,"BioTime, Inc.",0.99,148150000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BGI,Birks Group Inc.,0.9301,16710000.0,,Consumer Services,Consumer Specialties
BKTI,BK Technologies Corporation,4.03,51190000.0,,Technology,Radio And Television Broadcasting And Communications Equipment
BDR,"Blonder Tongue Laboratories, Inc.",0.9119,8750000.0,,Technology,Radio And Television Broadcasting And Communications Equipment
BRG,"Bluerock Residential Growth REIT, Inc.",12.14,271750000.0,2014.0,Consumer Services,Real Estate Investment Trusts
BRG^A,"Bluerock Residential Growth REIT, Inc.",26.34,,,,
BRG^C,"Bluerock Residential Growth REIT, Inc.",25.99,,,,
BRG^D,"Bluerock Residential Growth REIT, Inc.",25.4633,,,,
DMF,BNY Mellon Municipal Income Inc.,8.98,186300000.0,1988.0,,
BWL.A,"Bowl America, Inc.",,,,,
CMCL,Caledonia Mining Corporation Plc,6.2,66650000.00000001,,Basic Industries,Precious Metals
CEI,"Camber Energy, Inc.",0.294,3690000.0,,Energy,Oil & Gas Production
CANF,Can-Fite Biopharma Ltd,2.71,9010000.0,,Health Care,Major Pharmaceuticals
ROX,"Castle Brands, Inc.",0.6201,105650000.0,2006.0,Consumer Non-Durables,Beverages (Production/Distribution)
YCBD,"cbdMD, Inc.",4.89,135550000.0,2017.0,Consumer Non-Durables,Package Goods/Cosmetics
